1.000e-3	1.5382e+4
1.101e-3	1.6522e+4
1.213e-3	1.6880e+4
1.335e-3	1.7197e+4
1.470e-3	1.7517e+4
1.619e-3	1.7845e+4
1.783e-3	1.8180e+4
1.963e-3	1.8522e+4
2.162e-3	1.8870e+4
2.381e-3	1.9224e+4
2.622e-3	1.9583e+4
2.887e-3	1.9946e+4
3.179e-3	2.0312e+4
3.501e-3	2.0680e+4
3.855e-3	2.1050e+4
4.245e-3	2.1418e+4
4.675e-3	2.1784e+4
5.148e-3	2.2146e+4
5.669e-3	2.2502e+4
6.242e-3	2.2849e+4
6.874e-3	2.3185e+4
7.569e-3	2.3506e+4
8.335e-3	2.3811e+4
9.179e-3	2.4096e+4
1.011e-2	2.4358e+4
1.113e-2	2.4593e+4
1.226e-2	2.4799e+4
1.350e-2	2.4971e+4
1.486e-2	2.5107e+4
1.637e-2	2.5204e+4
1.802e-2	2.5258e+4
1.985e-2	2.5268e+4
2.185e-2	2.5232e+4
2.406e-2	2.5147e+4
2.650e-2	2.5014e+4
2.918e-2	2.4832e+4
3.213e-2	2.4600e+4
3.539e-2	2.4321e+4
3.897e-2	2.3994e+4
4.291e-2	2.3622e+4
4.725e-2	2.3206e+4
5.203e-2	2.2751e+4
5.730e-2	2.2257e+4
6.309e-2	2.1727e+4
6.948e-2	2.1163e+4
7.651e-2	2.0569e+4
8.425e-2	1.9947e+4
9.277e-2	1.9301e+4
1.022e-1	1.8633e+4
1.125e-1	1.7946e+4
1.239e-1	1.7243e+4
1.364e-1	1.6528e+4
1.502e-1	1.5802e+4
1.654e-1	1.5069e+4
1.822e-1	1.4332e+4
2.006e-1	1.3594e+4
2.209e-1	1.2859e+4
2.432e-1	1.2121e+4
2.678e-1	1.1385e+4
2.949e-1	1.0652e+4
3.248e-1	9.9250e+3
3.577e-1	9.2085e+3
3.938e-1	8.5045e+3
4.337e-1	7.8153e+3
4.776e-1	7.1431e+3
5.259e-1	6.4902e+3
5.791e-1	5.8596e+3
6.377e-1	5.2553e+3
7.022e-1	4.6830e+3
7.733e-1	4.1485e+3
8.515e-1	3.6548e+3
9.377e-1	3.2020e+3
1.033e+0	2.7891e+3
1.137e+0	2.4149e+3
1.252e+0	2.0781e+3
1.379e+0	1.7774e+3
1.518e+0	1.5109e+3
1.672e+0	1.2768e+3
1.841e+0	1.0728e+3
2.027e+0	8.9645e+2
2.233e+0	7.4528e+2
2.458e+0	6.1663e+2
2.707e+0	5.0795e+2
2.981e+0	4.1674e+2
3.283e+0	3.4063e+2
3.615e+0	2.7747e+2
3.981e+0	2.2527e+2
4.384e+0	1.8230e+2
4.827e+0	1.4705e+2
5.315e+0	1.1820e+2
5.853e+0	9.4668e+1
6.446e+0	7.5526e+1
7.098e+0	6.0007e+1
7.816e+0	4.7473e+1
8.607e+0	3.7396e+1
9.478e+0	2.9333e+1
1.044e+1	2.2917e+1
1.149e+1	1.7837e+1
1.266e+1	1.3837e+1
1.394e+1	1.0703e+1
1.535e+1	8.2578e+0
1.690e+1	6.3580e+0
1.861e+1	4.8867e+0
2.049e+1	3.7506e+0
2.257e+1	2.8754e+0
2.485e+1	2.2023e+0
2.736e+1	1.6856e+0
3.013e+1	1.2893e+0
3.318e+1	9.8573e-1
3.654e+1	7.5331e-1
4.023e+1	5.7548e-1
4.431e+1	4.3950e-1
4.879e+1	3.3555e-1
5.373e+1	2.5613e-1
5.916e+1	1.9546e-1
6.515e+1	1.4913e-1
7.174e+1	1.1377e-1
7.900e+1	8.6774e-2
8.699e+1	6.6178e-2
9.580e+1	5.0465e-2
1.055e+2	3.8480e-2
1.162e+2	2.9340e-2
1.279e+2	2.2371e-2
1.409e+2	1.7059e-2
1.551e+2	1.3010e-2
1.708e+2	9.9250e-3
1.881e+2	7.5740e-3
2.071e+2	5.7825e-3
2.281e+2	4.4176e-3
2.512e+2	3.3774e-3
2.766e+2	2.5847e-3
3.046e+2	1.9803e-3
3.354e+2	1.5192e-3
3.693e+2	1.1672e-3
4.067e+2	8.9812e-4
4.478e+2	6.9220e-4
4.931e+2	5.3434e-4
5.430e+2	4.1311e-4
5.980e+2	3.1982e-4
6.585e+2	2.4790e-4
7.251e+2	1.9235e-4
7.985e+2	1.4938e-4
8.793e+2	1.1609e-4
9.682e+2	9.0267e-5
1.066e+3	7.0219e-5
1.174e+3	5.4640e-5
1.293e+3	4.2528e-5
1.424e+3	3.3106e-5
1.568e+3	2.5774e-5
1.726e+3	2.0067e-5
1.901e+3	1.5624e-5
2.093e+3	1.2164e-5
2.305e+3	9.4707e-6
2.539e+3	7.3730e-6
2.795e+3	5.7394e-6
3.078e+3	4.4673e-6
3.390e+3	3.4767e-6
3.733e+3	2.7053e-6
4.110e+3	2.1047e-6
4.526e+3	1.6370e-6
4.984e+3	1.2730e-6
5.489e+3	9.8957e-7
6.044e+3	7.6901e-7
6.656e+3	5.9737e-7
7.329e+3	4.6383e-7
8.071e+3	3.5995e-7
8.887e+3	2.7918e-7
9.786e+3	2.1640e-7
1.078e+4	1.6762e-7
1.187e+4	1.2974e-7
1.307e+4	1.0033e-7
1.439e+4	7.7530e-8
1.585e+4	5.9858e-8
1.745e+4	4.6173e-8
1.922e+4	3.5587e-8
2.116e+4	2.7404e-8
2.330e+4	2.1086e-8
2.566e+4	1.6213e-8
2.825e+4	1.2457e-8
3.111e+4	9.5648e-9
3.426e+4	7.3401e-9
3.773e+4	5.6299e-9
4.155e+4	4.3163e-9
4.575e+4	3.3079e-9
5.038e+4	2.5342e-9
5.548e+4	1.9409e-9
6.109e+4	1.4861e-9
6.727e+4	1.1377e-9
7.408e+4	8.7079e-10
8.157e+4	6.6639e-10
8.983e+4	5.0991e-10
9.892e+4	3.9013e-10
1.089e+5	2.9846e-10
1.199e+5	2.2831e-10
1.321e+5	1.7464e-10
1.454e+5	1.3358e-10
1.602e+5	1.0217e-10
1.764e+5	7.8139e-11
1.942e+5	5.9759e-11
2.139e+5	4.5701e-11
2.355e+5	3.4950e-11
2.593e+5	2.6727e-11
